path,truth,zcr,centroid,bandwidth,rolloff,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
ExtractedAudio\User_10\run_3\video_audio.wav,1,0.0463596635883905,1327.5250248771372,1782.2068181491863,2596.739530940798,0.3014172613620758,0.2812647819519043,0.32717108726501465,0.2739618420600891,0.22120793163776398,0.30168643593788147,0.419991135597229,0.6952961683273315,0.6683672666549683,0.4823944568634033,0.36459603905677795,0.28539448976516724,-397.9173278808594,148.7821502685547,-6.315155506134033,20.101097106933594,1.9367908239364624,6.794517517089844,1.5017465353012085,3.8815691471099854,-6.215487480163574,1.0337024927139282,-9.82875919342041,-4.940189361572266,1.4869904518127441
ExtractedAudio\User_10\run_4\video_audio.wav,0,0.0407917240123057,1239.0799567967085,1744.077650968054,2345.836074117552,0.34051570296287537,0.29033422470092773,0.28293994069099426,0.25950857996940613,0.19793671369552612,0.2783730924129486,0.4286431074142456,0.6848079562187195,0.7214846611022949,0.5059446692466736,0.41132447123527527,0.35238683223724365,-409.20184326171875,151.7880401611328,-4.4932050704956055,23.597488403320312,1.3473540544509888,5.239477157592773,3.3966500759124756,5.5666656494140625,-5.548072338104248,1.1583343744277954,-11.225879669189453,-4.418091297149658,2.8623692989349365
ExtractedAudio\User_10\run_5\video_audio.wav,0,0.05336753090659341,1385.5970198089956,1758.2988814614716,2631.073467548077,0.350443571805954,0.33151474595069885,0.37306633591651917,0.32878607511520386,0.24250711500644684,0.28146037459373474,0.39243283867836,0.6415921449661255,0.6958503127098083,0.5346946120262146,0.38742828369140625,0.31658682227134705,-395.0689697265625,149.3513946533203,-11.370640754699707,21.617341995239258,0.344448059797287,9.250344276428223,4.11931037902832,1.6349574327468872,-9.755237579345703,1.4368911981582642,-8.628674507141113,-1.844847321510315,2.7872142791748047
ExtractedAudio\User_10\run_6\video_audio.wav,1,0.05466835171568627,1430.2714079149232,1811.5026071025372,2836.5923713235293,0.31246986985206604,0.30261650681495667,0.33630239963531494,0.2207154780626297,0.2059561014175415,0.31392425298690796,0.43326857686042786,0.6390247344970703,0.562877357006073,0.515889048576355,0.34799355268478394,0.27863895893096924,-383.23944091796875,142.93795776367188,-12.17017936706543,25.25424575805664,9.663002967834473,4.188819408416748,0.839005172252655,0.41828399896621704,-10.518659591674805,2.622041702270508,-8.883637428283691,-7.506753921508789,3.5518016815185547
ExtractedAudio\User_10\run_7\video_audio.wav,0,0.04540389623397436,1239.626072923927,1650.1483749950505,2367.4445519080527,0.33411523699760437,0.27472013235092163,0.25792863965034485,0.2685791254043579,0.24967239797115326,0.3239908814430237,0.4305228590965271,0.5991575121879578,0.6224587559700012,0.45801782608032227,0.4185216724872589,0.3949546217918396,-400.50079345703125,157.7969970703125,-18.425106048583984,25.271268844604492,9.105916976928711,4.845378875732422,0.7409049868583679,-0.3581068515777588,-8.96253490447998,4.069276809692383,-8.359414100646973,-6.285305023193359,2.9890859127044678
ExtractedAudio\User_10\run_8\video_audio.wav,0,0.05187136627906977,1319.5832902451098,1710.370340197128,2470.4593250363373,0.28026318550109863,0.2583603858947754,0.30687224864959717,0.30058401823043823,0.2349415421485901,0.2937323749065399,0.47165682911872864,0.6978555917739868,0.6669308543205261,0.5453491806983948,0.4414993226528168,0.36507439613342285,-393.0328369140625,153.03817749023438,-12.11099624633789,18.59578514099121,0.37954044342041016,5.530900478363037,2.85868239402771,2.6302309036254883,-8.304842948913574,4.657505989074707,-9.466571807861328,-4.59181547164917,3.3094394207000732
ExtractedAudio\User_11\run_0\video_audio.wav,0,0.043981348016605165,1339.9010093287523,1915.4934054607963,2603.451661958026,0.11812317371368408,0.2357027381658554,0.31938910484313965,0.22282551229000092,0.19614465534687042,0.27970653772354126,0.4037363827228546,0.6246272325515747,0.7109341621398926,0.49733489751815796,0.2935118079185486,0.13403938710689545,-423.5229797363281,144.9403533935547,2.964053153991699,18.269268035888672,0.931200385093689,10.504040718078613,2.911940574645996,0.6502066850662231,-2.0837533473968506,-1.814107894897461,-2.707780361175537,1.220325231552124,-6.3692522048950195
ExtractedAudio\User_11\run_1\video_audio.wav,0,0.05604137073863636,1620.6278812349938,2113.0491401314557,3410.006436434659,0.1305266171693802,0.23277051746845245,0.2622271180152893,0.20944364368915558,0.19357505440711975,0.3073030710220337,0.4902131259441376,0.6926867365837097,0.6846441030502319,0.4139208197593689,0.22037245333194733,0.11879134178161621,-404.29620361328125,130.89669799804688,7.169010162353516,21.672292709350586,3.7171452045440674,10.670065879821777,-2.841034412384033,2.3945717811584473,-2.509944200515747,-0.23455587029457092,-2.882376194000244,-1.2577273845672607,-5.776707172393799
ExtractedAudio\User_11\run_2\video_audio.wav,0,0.04454022988505747,1485.153665320035,2082.5061790065747,3101.183450633082,0.11169436573982239,0.17221897840499878,0.22927889227867126,0.175196573138237,0.15438131988048553,0.19923290610313416,0.3518619239330292,0.584775447845459,0.7247167825698853,0.5245039463043213,0.33037564158439636,0.18156622350215912,-412.9789733886719,136.00787353515625,10.680023193359375,18.891633987426758,3.7792396545410156,10.300214767456055,2.5308878421783447,2.594778299331665,-3.7532405853271484,0.32046547532081604,-6.002913475036621,-2.1584243774414062,-6.031681537628174
ExtractedAudio\User_11\run_3\video_audio.wav,0,0.055710333541147135,1494.602325734004,1974.0459199238474,2993.3837281795513,0.174568310379982,0.29403388500213623,0.34496626257896423,0.22200137376785278,0.16712354123592377,0.2890138030052185,0.46033722162246704,0.719550371170044,0.7151359915733337,0.4472023546695709,0.24382178485393524,0.14798103272914886,-408.5592346191406,141.57183837890625,3.345686674118042,17.552997589111328,0.5604338049888611,9.848882675170898,3.289602518081665,0.829973578453064,-4.202975749969482,-1.0491673946380615,-4.112619876861572,0.3358820080757141,-4.915739059448242
ExtractedAudio\User_11\run_4\video_audio.wav,0,0.04893809825450451,1509.397269131069,2090.2628663018622,3167.9027660472975,0.12454716116189957,0.18920178711414337,0.2921953499317169,0.226858988404274,0.15545706450939178,0.25224754214286804,0.4933840036392212,0.7101175785064697,0.7483351230621338,0.49836117029190063,0.31713953614234924,0.1870950609445572,-418.80401611328125,137.97006225585938,11.711930274963379,17.176591873168945,4.721235275268555,9.342958450317383,0.02187862992286682,3.1935646533966064,-4.906858921051025,1.8744149208068848,-6.348569869995117,-1.6390695571899414,-2.621980905532837
ExtractedAudio\User_11\run_5\video_audio.wav,1,0.06002894810267857,1701.1361835127464,2192.8902292145995,3644.9560546875,0.16647562384605408,0.17755398154258728,0.19179578125476837,0.20996412634849548,0.18526022136211395,0.26193973422050476,0.4012792408466339,0.6567627191543579,0.7494902014732361,0.5316485166549683,0.38338589668273926,0.22210916876792908,-406.9736633300781,126.87843322753906,13.101698875427246,21.6857852935791,2.432994842529297,13.048945426940918,-2.910688877105713,1.6645585298538208,-3.5385141372680664,-1.609696388244629,-4.300727844238281,-1.3497381210327148,-7.334595680236816
ExtractedAudio\User_11\run_6\video_audio.wav,1,0.08078835227272728,2110.7392152453685,2494.568473064953,4601.883212002841,0.12462441623210907,0.17786739766597748,0.22559002041816711,0.21053707599639893,0.15407687425613403,0.26933568716049194,0.41306227445602417,0.6805421710014343,0.7533146142959595,0.5611631274223328,0.3284555971622467,0.18076138198375702,-397.0110778808594,115.77749633789062,21.561389923095703,13.681231498718262,7.636540412902832,10.27316665649414,-3.635188579559326,3.0623903274536133,-5.793404579162598,-1.3349274396896362,-3.735445976257324,-3.0866143703460693,-5.410956859588623
ExtractedAudio\User_11\run_7\video_audio.wav,1,0.06526836744100295,1722.6188251490937,2183.4816264148853,3662.740683766593,0.14411278069019318,0.24475890398025513,0.31257763504981995,0.2679971158504486,0.20605048537254333,0.33272647857666016,0.4952794909477234,0.6995883584022522,0.7148091197013855,0.45492157340049744,0.29590800404548645,0.17289195954799652,-403.4100341796875,129.1546630859375,9.733195304870605,17.320737838745117,-0.5801807641983032,11.462574005126953,0.37412118911743164,1.0608752965927124,-3.8375024795532227,-0.5753942728042603,-4.665760517120361,-1.226646065711975,-3.3221077919006348
ExtractedAudio\User_11\run_8\video_audio.wav,1,0.05935522151898734,1531.6039050612715,2011.552063791252,3074.8868918117087,0.16823093593120575,0.2578825056552887,0.28826984763145447,0.24841177463531494,0.17967042326927185,0.31990543007850647,0.5192686319351196,0.6665562987327576,0.7034927606582642,0.46619540452957153,0.3371979892253876,0.20853079855442047,-410.07464599609375,137.95086669921875,6.720853805541992,18.47123146057129,-0.5849672555923462,11.117415428161621,-1.4525930881500244,1.5593583583831787,-1.7153005599975586,-0.6329497694969177,-4.3121185302734375,-2.1218602657318115,-4.072351932525635
ExtractedAudio\User_11\run_9\video_audio.wav,1,0.053321100050403226,1532.393987866979,2071.4071804145187,3145.1500677293348,0.24183373153209686,0.2750861942768097,0.2945761978626251,0.2972327172756195,0.21138440072536469,0.3180857300758362,0.44170722365379333,0.6579821705818176,0.7289133667945862,0.5169832706451416,0.36887475848197937,0.24140210449695587,-412.3453369140625,136.1949920654297,5.978837490081787,19.49578285217285,0.4670112729072571,7.279446601867676,1.6612608432769775,0.0036910271737724543,-3.1404049396514893,-0.6243596076965332,-5.7449774742126465,-0.5166069865226746,-3.9483530521392822
ExtractedAudio\User_12\run_0\video_audio.wav,1,0.05022321428571429,1339.8379613939724,1824.698930867097,2626.46484375,0.2262267768383026,0.1922440081834793,0.23447051644325256,0.19467793405056,0.24075475335121155,0.30870795249938965,0.5236644148826599,0.9236619472503662,0.5605490803718567,0.2633284032344818,0.13815955817699432,0.20281316339969635,-375.1116027832031,148.77627563476562,12.658379554748535,25.253705978393555,-2.3315765857696533,0.815503716468811,-3.31958270072937,-5.351770401000977,-4.748023986816406,-6.281997203826904,-5.060449123382568,0.002794343512505293,-5.390859603881836
ExtractedAudio\User_12\run_1\video_audio.wav,0,0.04185683492551814,1142.9072401777742,1699.349133397251,2180.7109931590026,0.18620409071445465,0.24538208544254303,0.39345645904541016,0.37661850452423096,0.16058209538459778,0.1738361120223999,0.3213367760181427,0.680656373500824,0.8370357155799866,0.43785175681114197,0.20269836485385895,0.13262145221233368,-372.0293884277344,155.93341064453125,7.48961067199707,26.30388641357422,-0.47080138325691223,-2.705702066421509,-1.3521554470062256,-6.945632457733154,-6.937678337097168,-6.769927978515625,-2.911590814590454,1.3693692684173584,-2.995706558227539
ExtractedAudio\User_12\run_2\video_audio.wav,1,0.04971365201271186,1341.4569980083052,1883.1920034245795,2634.806384070445,0.24011056125164032,0.3372461199760437,0.330454021692276,0.13089758157730103,0.17150329053401947,0.3219234347343445,0.5952770709991455,0.7265738844871521,0.4013434052467346,0.2666204273700714,0.15336506068706512,0.13805104792118073,-354.1363220214844,142.9098663330078,10.261159896850586,24.97838020324707,1.1229671239852905,-3.821955680847168,-4.242258548736572,-6.382789134979248,-6.216125965118408,-7.613917827606201,-3.2674312591552734,1.3743127584457397,-3.369332790374756
ExtractedAudio\User_12\run_3\video_audio.wav,1,0.046189892199612406,1259.8554305883329,1784.28744474994,2530.193098201308,0.19873811304569244,0.2914982736110687,0.2870028614997864,0.14785781502723694,0.14511050283908844,0.2621980607509613,0.6075065732002258,0.8557001352310181,0.5229185819625854,0.26719221472740173,0.13938957452774048,0.13769008219242096,-372.530517578125,147.9701385498047,8.143738746643066,28.342327117919922,-1.5486302375793457,-3.7907283306121826,-3.183241844177246,-2.9915974140167236,-6.374185085296631,-6.76231575012207,-5.8481550216674805,1.2680789232254028,-6.249727725982666
ExtractedAudio\User_12\run_4\video_audio.wav,0,0.05004792723708487,1336.3328897052736,1831.408738386914,2712.9452188076566,0.1281110793352127,0.3400530517101288,0.41464099287986755,0.23623622953891754,0.13148647546768188,0.1961292028427124,0.3936600387096405,0.7402007579803467,0.6539737582206726,0.3910501003265381,0.2349979132413864,0.12416260689496994,-360.31982421875,143.8457794189453,7.397073268890381,31.247873306274414,0.9800342917442322,-6.777098655700684,-6.871250629425049,-3.241882562637329,-6.134706020355225,-9.546745300292969,-3.7911362648010254,1.875552773475647,-5.151289939880371
ExtractedAudio\User_12\run_5\video_audio.wav,1,0.04170763739224138,1149.2269785159185,1690.1749476562977,2215.692349137931,0.12649290263652802,0.2579992413520813,0.33314669132232666,0.2015431523323059,0.1101023405790329,0.20433562994003296,0.46566125750541687,0.8937802314758301,0.6035410761833191,0.2439085841178894,0.11012545228004456,0.10109434276819229,-375.9436950683594,153.464111328125,6.355716705322266,27.90591812133789,-0.9133598804473877,-5.023684978485107,-2.63798189163208,-3.59702730178833,-6.546546936035156,-8.60329532623291,-4.334524631500244,0.9545391201972961,-3.5083866119384766
ExtractedAudio\User_12\run_6\video_audio.wav,0,0.050718916223404256,1409.8130694059514,1910.1492031094638,2927.553503158245,0.12164638936519623,0.22300519049167633,0.34664830565452576,0.2790548503398895,0.13743123412132263,0.16036953032016754,0.35318276286125183,0.8253151774406433,0.8004405498504639,0.433619886636734,0.2469068467617035,0.15622413158416748,-371.0828552246094,138.2894744873047,11.492653846740723,30.620458602905273,-2.3657760620117188,-0.5795447826385498,-6.345345973968506,-6.156375408172607,-5.037424087524414,-4.456193923950195,-5.7239580154418945,1.190699815750122,-4.5473175048828125
ExtractedAudio\User_12\run_7\video_audio.wav,0,0.05557735835280374,1466.057510600719,1926.6681638330751,3023.8050799503503,0.14709481596946716,0.29332685470581055,0.32562291622161865,0.20559966564178467,0.12136492133140564,0.18547166883945465,0.4074740409851074,0.7226710915565491,0.7457683086395264,0.4766351580619812,0.24931105971336365,0.14860908687114716,-355.99188232421875,137.57852172851562,7.561697006225586,30.63872718811035,-1.5052287578582764,-2.559666633605957,-5.445781230926514,-6.851498126983643,-6.251200199127197,-8.46970272064209,-5.257679462432861,2.78871750831604,-6.812029838562012
ExtractedAudio\User_12\run_8\video_audio.wav,0,0.050993235518292684,1436.8573301222816,1957.1037715149237,3024.259598894817,0.09246567636728287,0.1850312054157257,0.3323955237865448,0.2565372884273529,0.11228328943252563,0.14831183850765228,0.3968651294708252,0.8774387240409851,0.6530085802078247,0.32189688086509705,0.18427801132202148,0.12196193635463715,-363.0132751464844,136.69003295898438,11.60071849822998,26.473102569580078,-1.0029758214950562,-2.7425661087036133,-8.531744956970215,-3.857792615890503,-5.575467586517334,-6.778239727020264,-3.627612829208374,1.0538873672485352,-4.507164478302002
ExtractedAudio\User_12\run_9\video_audio.wav,1,0.03955666415662651,1122.1008829030598,1676.3382696633132,2274.08785532756,0.1033516600728035,0.21034961938858032,0.22825147211551666,0.21996460855007172,0.12417466938495636,0.20717455446720123,0.42926010489463806,0.803225040435791,0.8041378259658813,0.4514036476612091,0.22177670896053314,0.10492310672998428,-394.48516845703125,152.97796630859375,6.0974273681640625,31.655719757080078,1.1800631284713745,-3.9921982288360596,-6.754502773284912,-3.2716357707977295,-5.007846355438232,-6.106081485748291,-4.8970184326171875,0.45777419209480286,-4.732658863067627
ExtractedAudio\User_13\run_0\video_audio.wav,1,0.051219995471014496,1280.8078648197297,1736.0138643892894,2527.2256602411685,0.3535781502723694,0.2675715982913971,0.22622068226337433,0.264957994222641,0.25047197937965393,0.29825225472450256,0.32096827030181885,0.48702719807624817,0.5330430269241333,0.5654083490371704,0.455104261636734,0.3276110291481018,-342.1141662597656,135.64732360839844,8.457420349121094,14.552325248718262,5.721546173095703,-3.476531744003296,-1.954946756362915,-9.314129829406738,-7.924505710601807,-5.8513031005859375,-5.657896995544434,2.601149797439575,-3.0505800247192383
ExtractedAudio\User_13\run_1\video_audio.wav,1,0.06144744670943709,1550.8755819413007,1981.0095471282264,3182.9924526593545,0.33913469314575195,0.32481011748313904,0.29264044761657715,0.2984752655029297,0.2820677161216736,0.2953135073184967,0.309197336435318,0.5261725187301636,0.6756646037101746,0.5940728783607483,0.4082619845867157,0.2860325574874878,-333.4120788574219,137.1689453125,-4.53917121887207,20.648578643798828,5.506221771240234,-2.216157913208008,-6.002665996551514,-8.603541374206543,-8.752115249633789,-4.6118669509887695,-4.943708419799805,1.6157653331756592,-7.046939849853516
ExtractedAudio\User_13\run_2\video_audio.wav,1,0.052428989475945015,1257.4282710635441,1618.0031595724977,2530.8913398034792,0.3113170266151428,0.26088544726371765,0.26474452018737793,0.3144529163837433,0.2205209583044052,0.2014816850423813,0.2580425441265106,0.5222228169441223,0.695232093334198,0.639191210269928,0.4481569230556488,0.27555379271507263,-366.77850341796875,155.686767578125,-11.892929077148438,30.681123733520508,7.162948131561279,-2.6100165843963623,-7.946876525878906,-9.838109016418457,-9.938753128051758,-7.696208477020264,-6.476421356201172,1.420124888420105,-5.584916591644287
ExtractedAudio\User_13\run_3\video_audio.wav,0,0.04474208151647287,1081.8528187401982,1507.413662091509,2039.1859897347383,0.3600570559501648,0.2544870674610138,0.25480759143829346,0.28621020913124084,0.191307932138443,0.26124513149261475,0.31983351707458496,0.5049631595611572,0.628368079662323,0.5342525839805603,0.4456101059913635,0.326764851808548,-369.4275207519531,163.7861785888672,-11.592914581298828,27.881288528442383,7.440154552459717,-3.1418521404266357,-5.101855754852295,-10.519951820373535,-8.27320671081543,-6.640709400177002,-6.3166656494140625,3.144888401031494,-5.25009822845459
ExtractedAudio\User_13\run_4\video_audio.wav,1,0.05764787946428571,1371.1002418039861,1743.005902328123,2733.6708984375,0.27074605226516724,0.22295185923576355,0.2572311758995056,0.29232528805732727,0.21504564583301544,0.2643934190273285,0.3440016508102417,0.508104681968689,0.6422710418701172,0.5911325216293335,0.4881044626235962,0.3507023751735687,-353.62030029296875,145.5879669189453,-8.065038681030273,27.1444034576416,4.490514278411865,-1.577000379562378,-6.325558185577393,-7.930178642272949,-11.475191116333008,-7.487687110900879,-8.169422149658203,1.3923832178115845,-4.277745723724365
ExtractedAudio\User_13\run_5\video_audio.wav,0,0.050694846322016464,1227.4068153969165,1625.2502666561336,2404.762550636574,0.2967740297317505,0.22748930752277374,0.30754902958869934,0.30665335059165955,0.18800990283489227,0.2558310329914093,0.3645601272583008,0.5700773596763611,0.6290814280509949,0.5362212657928467,0.4620659053325653,0.35850104689598083,-362.39288330078125,153.21261596679688,-13.32336139678955,30.104122161865234,9.9296236038208,-2.4167470932006836,-7.28326940536499,-8.080279350280762,-10.794256210327148,-5.5464582443237305,-5.790550231933594,-0.20004862546920776,-5.813006401062012
